document_id,clean_text,sentiment
886,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
887,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
888,wow great price fast ship perfect condit excel computerread,neutral
889,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
890,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
891,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
892,wow great price fast ship perfect condit excel computerread,negative
893,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
894,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
895,bought stock jobread,negative
896,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
897,wow great price fast ship perfect condit excel computerread,positive
898,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
899,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
900,bought stock jobread,negative
901,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
902,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
903,wow great price fast ship perfect condit excel computerread,negative
904,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
905,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
906,bought stock jobread,negative
907,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
908,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
909,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
910,wow great price fast ship perfect condit excel computerread,positive
911,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
912,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
913,bought stock jobread,positive
914,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
915,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
916,read,neutral
917,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
918,wow great price fast ship perfect condit excel computerread,positive
919,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
920,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
921,bought stock jobread,negative
922,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
923,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
924,read,positive
925,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,negative
926,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
927,wow great price fast ship perfect condit excel computerread,neutral
928,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
929,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
930,bought stock jobread,negative
931,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
932,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
933,read,negative
934,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,neutral
935,damag product cant even use rather given stress wast time still havent receiv back moneyread,positive
936,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
937,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
938,wow great price fast ship perfect condit excel computerread,positive
939,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
940,wow great price fast ship perfect condit excel computerread,positive
941,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
942,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
943,wow great price fast ship perfect condit excel computerread,neutral
944,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
945,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
946,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
947,wow great price fast ship perfect condit excel computerread,positive
948,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
949,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
950,bought stock jobread,negative
951,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
952,wow great price fast ship perfect condit excel computerread,positive
953,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
954,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
955,bought stock jobread,neutral
956,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
957,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
958,wow great price fast ship perfect condit excel computerread,negative
959,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
960,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
961,bought stock jobread,neutral
962,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
963,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
964,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
965,wow great price fast ship perfect condit excel computerread,negative
966,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
967,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
968,bought stock jobread,positive
969,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
970,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,negative
971,read,neutral
972,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
973,wow great price fast ship perfect condit excel computerread,positive
974,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
975,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
976,bought stock jobread,positive
977,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
978,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,negative
979,read,neutral
980,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,positive
981,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
982,wow great price fast ship perfect condit excel computerread,positive
983,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
984,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
985,bought stock jobread,positive
986,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
987,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
988,read,neutral
989,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,neutral
990,damag product cant even use rather given stress wast time still havent receiv back moneyread,negative
991,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
992,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
993,wow great price fast ship perfect condit excel computerread,negative
994,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
995,wow great price fast ship perfect condit excel computerread,neutral
996,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
997,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
998,wow great price fast ship perfect condit excel computerread,positive
999,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
1000,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
1001,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
